Borough,Block,Lot,Hour,Minute
MN,3,3,11,37
MN,170,20,11,45
MN,1129,39,11,50
MN,1557,25,11,39
MN,1330,7,11,56
MN,504,43,11,55
MN,955,1,11,54
MN,1465,21,11,41
MN,176,1,11,51
MN,1520,56,11,49
MN,1521,34,11,55
MN,834,35,11,49
MN,16,215,11,48
MN,16,15,11,51
MN,1576,49,11,52
MN,2006,36,11,51
MN,1072,1,11,53
MN,909,31,11,41
MN,1037,38,11,49
MN,645,11,11,50
MN,16,185,11,31
MN,1028,33,11,28
MN,1500,7501,11,34
MN,996,14,11,16
MN,1395,17,11,35
MN,888,20,11,30
MN,1350,30,11,32
MN,1258,9,11,29
MN,884,87,11,36
MN,1244,72,11,35
MN,510,30,11,37
MN,1526,12,11,32
MN,888,20,11,39
MN,1249,36,11,47
MN,1473,47,11,42
MN,1280,10,11,43
MN,848,7505,11,45
MN,1250,91,11,36
MN,1466,3,11,53
MN,1470,22,11,45
MN,1137,36,11,35
MN,1022,101,11,42
MN,1531,29,11,52
MN,1448,30,11,47
MN,895,45,11,48
MN,1207,29,11,40
MN,1392,69,11,50
MN,699,1,11,49
MN,1515,33,11,35
MN,1283,17,11,49
MN,163,38,11,46
MN,1366,47,11,43
MN,1027,1,11,46
MN,1329,123,11,51
MN,1472,22,11,31
MN,801,34,11,51
MN,834,39,11,45
MN,1226,37,11,47
MN,709,2,11,55
MN,1831,161,11,42
MN,1279,25,11,52
MN,1020,14,11,37
MN,1209,7501,11,46
MN,1545,30,11,50
MN,1142,32,11,52
MN,1316,7501,11,50
MN,800,77,11,52
MN,765,41,11,43
MN,548,7501,11,51
MN,1268,7502,11,53
MN,1374,1,11,45
MN,187,25,11,41
MN,1832,36,11,48
MN,1241,46,11,57
MN,633,53,11,47
MN,1277,27,11,50
MN,1064,29,11,46
MN,722,43,11,54
MN,410,52,11,46
MN,1235,29,11,49
MN,928,7501,11,48
MN,1863,29,11,58
MN,1531,21,11,33
MN,916,5,11,23
MN,1274,7501,11,32
MN,510,6,11,30
MN,1439,3,11,29
MN,1289,14,11,33
MN,212,45,11,29
MN,80,4,11,36
MN,176,7501,11,26
MN,1007,29,11,38
MN,885,29,11,33
MN,316,200,11,27
MN,745,7,11,35
MN,830,24,11,35
MN,903,33,11,26
MN,618,32,11,32
MN,1246,29,11,37
MN,898,21,11,34
MN,1532,22,11,24
MN,1117,29,11,37
MN,885,42,11,34
MN,1199,29,11,32
MN,1402,40,11,34
MN,496,29,11,25
MN,1280,54,11,25
MN,1138,61,11,35
MN,1529,23,11,16
MN,88,10,11,27
MN,1072,1,11,25
MN,1373,50,11,20
MN,890,7503,11,28
MN,1515,52,11,34
MN,396,7,11,28
MN,821,55,11,49
MN,850,4,11,54
MN,1578,23,11,52
MN,802,1,11,44
MN,404,4,11,38
MN,1147,33,11,48
MN,860,45,11,52
MN,1011,7505,11,47
MN,696,32,11,35
MN,1138,36,11,43
MN,1471,21,11,40
MN,399,38,11,35
MN,962,135,11,34
MN,1300,1,11,27
MN,1270,1,11,24
MN,211,29,11,25
MN,1323,7501,11,34
MN,1007,29,11,30
MN,386,1,11,30
MN,1184,19,11,34
MN,572,37,11,35
MN,1297,33,11,31
MN,1340,7501,11,36
MN,996,29,11,33
MN,803,37,11,38
MN,384,6,11,28
MN,537,7501,11,24
MN,1170,12,11,41
MN,840,87,11,25
MN,757,31,11,32
MN,889,65,11,39
MN,893,5,11,34
MN,920,28,11,29
MN,1299,22,11,37
MN,492,44,11,52
MN,1057,35,11,53
MN,631,24,11,49
MN,731,48,11,48
MN,1132,22,11,42
MN,1026,36,11,52
MN,1276,33,11,49
MN,1562,7501,11,40
MN,512,7502,11,50
MN,1443,51,11,49
MN,773,1,11,52
MN,1554,49,11,50
MN,497,7502,11,43
MN,1514,56,11,54
MN,1040,50,11,53
MN,316,200,11,39
MN,1185,19,11,49
MN,585,49,11,51
MN,1977,36,11,48
MN,875,40,11,54
MN,940,33,11,39
MN,836,35,11,47
MN,1015,61,11,55
MN,1872,20,11,53
MN,396,4,3,19
MN,572,38,3,18
MN,875,40,3,32
MN,379,5,3,33
MN,580,7501,3,31
MN,556,68,3,31
MN,627,1,3,23
MN,1067,8,3,34
MN,450,6,3,22
MN,1373,50,3,27
MN,414,62,3,27
MN,625,7,3,26
MN,740,1,3,36
MN,353,43,3,23
MN,367,100,3,20
MN,867,57,3,35
MN,600,29,3,33
MN,833,78,3,33
MN,1513,16,3,40
MN,425,4,3,21
MN,417,72,3,20
MN,459,8,3,28
MN,591,22,3,37
MN,625,59,11,47
MN,758,1,11,43
MN,921,27,11,43
MN,869,7501,11,48
MN,1564,25,11,51
MN,142,100,11,41
MN,1014,17,11,50
MN,1833,7505,11,52
MN,17,7501,11,48
MN,496,40,11,51
MN,630,48,11,49
MN,1389,69,11,54
MN,1560,25,11,52
MN,810,40,11,40
MN,1373,50,11,45
MN,1450,49,11,56
MN,720,70,11,48
MN,1011,7505,11,45
MN,36,18,11,43
MN,968,7501,11,47
MN,819,77,11,52
MN,893,25,12,45
MN,1389,38,12,55
MN,1391,21,12,52
MN,458,7502,3,29
MN,712,21,3,22
MN,775,7503,3,40
MN,443,1,3,3
MN,589,7501,11,14
MN,944,7502,11,14
MN,502,31,11,15
MN,1298,23,11,20
MN,1280,1,11,17
MN,1501,56,11,25
MN,1539,7502,11,7
MN,39,4,11,16
MN,450,6,11,18
MN,853,1,11,21
MN,1090,1,11,23
MN,1499,32,11,19
MN,1113,7502,11,15
MN,349,30,11,5
MN,1166,35,11,12
MN,591,10,11,20
MN,1407,33,11,24
MN,556,65,11,22
MN,1258,40,11,16
MN,607,45,11,29
MN,867,7501,11,16
MN,26,14,12,42
MN,833,18,12,51
MN,1139,7503,12,56
MN,16,7516,12,51
MN,462,30,12,44
MN,1887,10,12,51
MN,147,13,12,40
MN,557,31,12,49
MN,896,26,12,30
MN,1395,7502,12,44
MN,826,42,12,56
MN,783,34,12,58
MN,1099,43,12,52
MN,1090,7501,12,51
MN,874,7501,12,56
MN,589,43,12,50
MN,939,37,12,55
MN,909,28,12,41
MN,863,7502,12,57
MN,1276,51,12,49
MN,934,24,12,57
MN,1512,58,13,10
MN,1271,15,12,36
MN,1284,33,12,51
MN,1209,1,11,39
MN,1270,1,11,45
MN,794,30,11,46
MN,1624,25,11,36
MN,1819,15,11,42
MN,1414,45,18,6
MN,1529,23,11,37
MN,177,2,11,51
MN,446,36,11,53
MN,1407,123,11,49
MN,1525,21,11,39
MN,1124,42,11,46
MN,1513,29,11,45
MN,1244,46,11,45
MN,912,31,11,38
MN,51,14,11,38
MN,16,7516,11,42
MN,1125,9,12,34
MN,1099,36,12,55
MN,1017,29,12,53
MN,146,27,12,50
MN,70,7501,12,40
MN,1227,29,12,43
MN,781,10,12,47
MN,831,20,12,34
MN,1127,29,11,23
MN,1580,16,11,17
MN,1011,7501,11,12
MN,1280,1,11,24
MN,16,195,11,17
MN,858,58,11,17
MN,1021,5,11,20
MN,544,1,11,23
MN,1028,29,11,25
MN,1263,12,11,22
MN,825,9,11,22
MN,791,36,11,30
MN,1350,1,11,28
MN,1452,23,11,34
MN,73,10,11,15
MN,241,10,8,18
MN,1429,28,8,16
MN,444,34,8,8
MN,1015,49,8,19
MN,871,1,8,12
MN,1027,7501,8,22
MN,1034,32,7,55
MN,552,60,8,24
MN,876,6,12,44
MN,1879,62,12,56
MN,1229,8,12,47
MN,435,32,12,55
MN,1222,54,12,37
MN,1634,15,12,50
MN,1162,1,12,55
MN,1458,7501,12,52
MN,908,1,12,55
MN,262,25,12,56
MN,759,67,1,27
MN,1010,5,12,49
MN,1378,33,12,49
MN,931,24,12,49
MN,828,1,12,40
MN,858,7502,12,44
MN,1529,27,12,54
MN,1331,23,12,58
MN,1373,7506,12,40
MN,1337,105,12,58
MN,1019,1,12,41
MN,507,7501,12,34
MN,1502,42,12,51
MN,873,1,12,54
MN,1230,43,12,55
MN,1554,30,12,46
MN,1277,27,8,24
MN,1288,11,8,22
MN,573,6,8,27
MN,1369,101,8,22
MN,886,30,8,12
MN,1048,63,8,28
MN,262,25,8,19
MN,1075,29,8,19
MN,1435,49,8,25
MN,623,2,8,34
MN,1039,62,8,32
MN,73,10,8,28
MN,1014,58,8,29
MN,565,8,8,37
MN,1860,34,8,41
MN,1963,34,8,34
MN,396,9,8,44
MN,1116,7501,8,38
MN,353,43,8,27
MN,174,7501,8,34
MN,41,24,8,20
MN,762,13,8,34
MN,847,22,11,35
MN,781,10,11,41
MN,1471,21,11,34
MN,899,24,11,36
MN,465,55,11,32
MN,1006,7502,11,24
MN,1373,50,11,36
MN,535,8,11,35
MN,505,31,11,24
MN,1048,25,11,27
MN,605,7501,11,42
MN,1141,7502,11,23
MN,141,1,11,30
MN,1090,7501,11,27
MN,537,7501,12,50
MN,928,7505,12,48
MN,1268,1,12,47
MN,1451,28,12,42
MN,1030,39,12,54
MN,772,56,12,38
MN,1440,48,12,47
MN,781,2,12,53
MN,781,2,12,50
MN,1158,7503,11,50
MN,1012,7501,11,52
MN,1441,30,11,59
MN,1001,101,11,59
MN,1158,7503,11,51
MN,1334,23,12,51
MN,705,32,12,53
MN,1297,23,12,30
MN,1405,13,12,47
MN,1453,7501,12,52
MN,1023,61,12,48
MN,735,25,12,58
MN,1819,40,12,41
MN,1390,7501,12,47
MN,316,200,12,44
MN,910,14,12,47
MN,1405,22,12,57
MN,1819,40,12,38
MN,1484,1,13,2
MN,1515,36,12,56
MN,1327,21,12,50
MN,241,10,12,29
MN,1819,40,12,38
MN,1260,4,12,52
MN,1030,1,11,31
MN,1310,36,11,32
MN,665,20,11,29
MN,441,29,11,36
MN,1505,1,11,39
MN,1042,7501,11,27
MN,860,15,11,33
MN,1589,19,11,33
MN,181,7504,11,35
MN,1819,40,11,16
MN,241,13,11,15
MN,1167,7503,11,35
MN,1571,30,12,14
MN,1415,121,12,2
MN,895,34,12,3
MN,65,2,12,3
MN,1819,40,12,21
MN,757,31,12,12
MN,2134,180,12,2
MN,1143,7503,12,3
MN,1028,7502,10,19
MN,417,18,12,9
MN,1416,28,12,45
MN,794,17,12,58
MN,1860,32,12,43
MN,831,49,12,57
MN,745,7504,12,51
MN,548,7501,12,55
MN,519,50,12,55
MN,781,10,12,54
MN,1390,56,12,42
MN,1113,7502,12,52
MN,316,200,12,36
MN,203,2,12,44
MN,1053,1,12,48
MN,1490,1,12,50
MN,994,1,12,55
MN,922,27,13,2
MN,507,47,12,48
MN,1458,48,12,49
MN,1346,7,12,46
MN,1280,30,12,51
MN,1114,61,12,56
MN,871,82,12,41
MN,863,27,13,0
MN,1072,135,8,15
MN,640,40,8,17
MN,1208,29,8,35
MN,922,1,12,25
MN,1305,13,10,34
MN,507,23,10,36
MN,823,79,10,39
MN,1141,7502,10,41
MN,1373,50,10,35
MN,1381,51,10,41
MN,797,37,10,45
MN,1034,32,10,41
MN,1381,72,10,42
MN,1179,19,10,40
MN,1721,19,10,23
MN,709,1,10,27
MN,1046,4,10,42
MN,922,27,10,38
MN,934,24,10,31
MN,1347,7501,10,36
MN,1039,1,10,41
MN,1033,64,10,40
MN,631,34,10,34
MN,1532,4,10,34
MN,802,31,13,0
MN,614,61,12,50
MN,1528,47,12,3
MN,781,2,12,7
MN,616,54,13,2
MN,757,31,12,4
MN,1165,7505,12,7
MN,1889,61,12,9
MN,1312,63,12,7
MN,962,135,11,52
MN,1005,1,11,59
MN,1594,40,12,10
MN,235,29,11,54
MN,16,120,12,14
MN,997,1,12,11
MN,1020,7502,12,12
MN,1020,51,12,8
MN,1324,47,12,6
MN,1563,22,12,7
MN,1025,19,12,14
MN,1312,69,12,10
MN,1366,25,12,18
MN,887,22,12,7
MN,416,69,11,58
MN,521,26,12,9
MN,878,4,12,11
MN,768,80,12,5
MN,1368,1,12,11
MN,553,7501,12,10
MN,781,2,11,59
MN,641,7503,12,11
MN,39,1,12,6
MN,609,38,12,6
MN,529,7503,12,6
MN,142,100,12,14
MN,1143,64,11,55
MN,389,55,12,8
MN,800,7504,12,0
MN,1819,40,12,4
MN,1017,29,12,8
MN,142,1,12,6
MN,1510,20,12,13
MN,424,37,7,41
MN,1373,50,11,56
MN,1496,54,12,14
MN,1027,1,12,12
MN,794,30,12,14
MN,943,59,12,6
MN,1116,1,13,22
MN,759,37,11,43
MN,1391,34,11,47
MN,1251,54,11,45
MN,1513,7501,11,49
MN,1168,21,11,52
MN,781,10,12,39
MN,824,11,12,46
MN,1426,44,12,54
MN,1279,45,12,50
MN,1067,12,12,26
MN,1431,21,12,58
MN,812,29,12,43
MN,1229,54,12,57
MN,1147,64,12,49
MN,140,7502,12,45
MN,1373,7506,12,51
MN,692,61,12,43
MN,1344,51,13,1
MN,102,1,12,50
MN,1051,41,12,43
MN,547,30,12,53
MN,205,34,12,47
MN,521,7504,12,50
MN,31,1,12,56
MN,1263,34,12,51
MN,1263,166,11,54
MN,927,25,11,54
MN,764,24,11,58
MN,1274,7504,11,52
MN,1843,29,11,40
MN,1089,1,11,47
MN,1171,133,11,50
MN,1389,69,11,59
MN,1119,29,12,45
MN,1271,41,12,52
MN,1512,1,12,46
MN,1531,16,12,49
MN,614,56,12,45
MN,239,34,12,18
MN,1504,31,12,57
MN,868,7502,12,34
MN,1164,7501,12,56
MN,740,1,12,53
MN,1086,30,12,53
MN,316,200,12,50
MN,1315,1,12,39
MN,1293,3,12,49
MN,876,7502,12,55
MN,696,35,11,46
MN,1015,4,11,51
MN,1196,29,11,48
MN,1868,20,11,53
MN,561,7501,11,50
MN,1471,26,11,56
MN,1533,1,11,42
MN,1932,29,11,30
MN,1508,16,11,52
MN,412,7503,11,40
MN,1279,48,11,48
MN,1233,1,11,36
MN,1542,19,11,51
MN,1022,101,11,53
MN,1216,33,11,43
MN,1332,29,11,49
MN,601,47,11,51
MN,1309,7502,11,53
MN,529,15,11,48
MN,763,12,11,40
MN,1164,1,11,44
MN,1279,48,11,46
MN,709,2,11,53
MN,1453,25,11,56
MN,1432,25,11,43
MN,73,10,11,43
MN,1347,141,11,30
MN,1452,7501,11,31
MN,1211,63,11,36
MN,1126,14,11,25
MN,1422,1,11,40
MN,611,16,11,35
MN,1869,7501,11,28
MN,178,4,11,32
MN,174,7501,11,31
MN,1131,31,11,20
MN,565,21,11,33
MN,1158,7505,11,40
MN,1141,7502,11,25
MN,1417,45,11,33
MN,1203,33,11,28
MN,1303,1,11,22
MN,919,59,11,42
MN,1296,7502,11,27
MN,235,29,11,35
MN,935,7501,11,32
MN,797,5,11,27
MN,133,7511,12,1
MN,1285,15,12,8
MN,1435,29,12,13
MN,197,1,12,54
MN,833,60,12,55
MN,429,1,12,53
MN,884,39,12,50
MN,1516,13,12,58
MN,886,51,12,57
MN,79,15,12,40
MN,1001,7501,12,28
MN,488,34,12,48
MN,1448,30,12,46
MN,1659,23,12,58
MN,1293,3,12,56
MN,1888,15,12,55
MN,1673,4,12,59
MN,874,41,12,57
MN,228,11,13,4
MN,798,49,13,0
MN,913,34,13,3
MN,834,1,12,39
MN,1377,21,12,55
MN,1309,7502,12,51
MN,778,71,12,57
MN,1233,16,13,2
MN,406,1,12,55
MN,1162,1,12,46
MN,791,1,12,59
MN,1314,7503,12,53
MN,585,49,12,53
MN,1554,49,12,42
MN,877,13,12,34
MN,1237,1,13,0
MN,1514,7502,12,56
MN,1151,7501,12,57
MN,1373,50,12,42
MN,851,60,12,56
MN,1234,7501,12,58
MN,16,7518,12,51
MN,996,20,12,54
MN,585,49,12,45
MN,1400,40,12,51
MN,1432,25,12,10
MN,1245,70,12,2
MN,736,31,12,9
MN,781,2,12,2
MN,1017,105,11,42
MN,1179,19,12,6
MN,1583,7501,12,15
MN,1819,40,12,0
MN,1039,61,11,52
MN,89,12,11,55
MN,1501,16,11,47
MN,1406,61,11,56
MN,490,20,11,56
MN,101,2,11,49
MN,1552,1,11,46
MN,1048,33,11,54
MN,1166,45,11,52
MN,1426,25,11,50
MN,1819,40,12,50
MN,773,1,12,47
MN,997,41,12,45
MN,1039,11,12,47
MN,1413,152,12,57
MN,471,22,13,1
MN,1676,50,12,59
MN,1605,24,12,56
MN,612,28,12,47
MN,504,7501,12,57
MN,631,7502,12,53
MN,1208,29,12,54
MN,1010,29,12,58
MN,1269,1,12,53
MN,68,7,13,0
MN,1030,1,11,37
MN,567,23,11,11
MN,1819,40,11,6
MN,1039,32,11,36
MN,16,7513,11,21
MN,888,24,11,41
MN,996,50,11,33
MN,1018,20,11,32
MN,1841,61,11,22
MN,742,1,11,20
MN,860,65,11,36
MN,1511,57,11,32
MN,1260,7502,11,31
MN,1015,4,11,45
MN,883,66,11,35
MN,1017,11,11,40
MN,844,3,11,34
MN,632,45,11,34
MN,1089,7502,11,33
MN,1168,10,11,37
MN,31,7501,11,22
MN,1819,40,11,50
MN,1284,1,12,13
MN,740,6,11,47
MN,1021,26,9,50
MN,1093,9,12,42
MN,1276,999,12,47
MN,757,31,12,48
MN,1895,23,12,50
MN,556,1,12,41
MN,277,56,12,45
MN,1085,36,12,59
MN,1580,52,12,50
MN,793,7508,12,39
MN,1167,7501,12,56
MN,809,64,13,2
MN,1819,40,12,43
MN,1532,22,12,47
MN,732,36,13,0
MN,1057,29,12,58
MN,1215,35,12,57
MN,1634,158,12,52
MN,1131,31,12,45
MN,1166,61,12,55
MN,16,7519,12,59
MN,1288,21,12,51
MN,883,83,12,58
MN,1497,34,12,58
MN,3,3,13,1
MN,16,7506,11,29
MN,1272,7503,11,39
MN,1020,49,11,41
MN,180,7502,12,53
MN,1149,31,12,57
MN,1166,45,13,1
MN,1552,35,12,50
MN,1285,7501,12,56
MN,1017,58,12,37
MN,1272,52,12,52
MN,1390,47,13,1
MN,589,48,13,0
MN,1319,29,12,28
MN,1877,59,13,0
MN,904,1,12,56
MN,1228,29,12,53
MN,1226,7502,12,57
MN,1248,36,12,57
MN,544,12,12,59
MN,93,1,13,0
MN,241,10,12,52
MN,1497,52,12,46
MN,1340,7501,12,56
MN,783,34,12,57
MN,695,7502,11,50
MN,784,1,11,42
MN,1137,36,11,52
MN,1150,34,11,43
MN,812,29,12,49
MN,523,48,12,48
MN,1169,61,12,49
MN,1368,36,13,1
MN,812,6,12,52
MN,481,7502,12,54
MN,1793,7,12,53
MN,790,40,12,52
MN,1629,150,12,51
MN,1378,56,12,56
MN,1044,7501,12,19
MN,1060,29,12,54
MN,850,75,12,53
MN,1113,7502,12,52
MN,1515,26,13,0
MN,36,18,12,16
MN,579,68,12,26
MN,1225,29,12,57
MN,1045,1,11,58
MN,16,7504,12,2
MN,1325,30,11,57
MN,316,200,11,55
MN,222,7502,12,10
MN,818,41,12,3
MN,1576,49,12,7
MN,1331,44,12,11
MN,1398,14,12,1
MN,1279,48,11,58
MN,829,30,12,8
MN,1127,61,12,10
MN,1560,25,12,6
MN,1493,69,12,10
MN,656,7,12,13
MN,1228,61,11,41
MN,1183,35,12,12
MN,1026,7502,12,9
MN,1017,29,12,9
MN,1538,1,12,12
MN,741,31,12,13
MN,824,7501,12,16
MN,884,39,12,8
MN,709,2,12,8
MN,1874,7501,12,0
MN,545,7501,12,13
MN,16,7520,12,13
MN,680,33,12,8
MN,802,36,12,3
MN,73,10,11,42
MN,310,20,12,1
MN,1030,29,12,8
MN,781,10,11,55
MN,1548,49,12,20
MN,1196,29,12,56
MN,1029,36,13,2
MN,1212,64,12,50
MN,1166,35,12,58
MN,1274,7504,12,48
MN,1546,16,12,53
MN,1205,29,12,46
MN,1002,7501,12,55
MN,757,31,12,55
MN,1312,40,12,58
MN,55,14,11,39
MN,1446,7503,11,51
MN,781,2,12,47
MN,1305,20,13,1
MN,1521,33,12,54
MN,1312,69,12,55
MN,1007,61,12,33
MN,1633,19,13,1
MN,1480,1,12,37
MN,1346,1,12,50
MN,1038,31,12,56
MN,1307,59,12,55
MN,1326,1,12,54
MN,507,25,12,56
MN,31,34,12,50
MN,575,11,12,58
MN,1137,61,12,51
MN,1417,28,12,59
MN,813,16,12,50
MN,851,1,12,53
MN,1124,62,12,52
MN,857,62,13,0
MN,645,11,12,31
MN,757,31,12,52
MN,831,1,13,1
MN,565,8,13,17
MN,1302,7501,13,8
MN,1819,40,13,3
MN,809,49,13,27
MN,1320,7501,12,57
MN,1590,8,12,45
MN,863,1,12,52
MN,806,66,12,52
MN,996,1,12,51
MN,1239,7501,12,54
MN,1240,52,12,56
MN,1230,8,12,37
MN,1021,26,12,51
MN,1169,8,12,58
MN,1570,24,13,0
MN,1543,7501,12,56
MN,564,16,12,58
MN,879,44,12,58
MN,781,2,12,41
MN,355,57,12,56
MN,748,5,12,55
MN,617,1,12,55
MN,1036,33,12,50
MN,1115,57,12,51
MN,1184,10,12,50
MN,1439,49,12,54
MN,1492,69,12,55
MN,1491,23,12,58
MN,631,39,12,57
MN,846,41,12,51
MN,1447,5,12,52
MN,1463,21,12,50
MN,436,60,12,54
MN,906,9,12,50
MN,445,2,12,49
MN,1271,41,12,48
MN,1819,40,12,37
MN,1226,7502,12,5
MN,396,7,12,12
MN,1210,7504,12,13
MN,1048,7503,12,6
MN,1323,7501,12,3
MN,1542,23,11,52
MN,1229,8,12,8
MN,407,7503,12,7
MN,886,7502,12,14
MN,1480,1,12,41
MN,1171,9,12,51
MN,579,9,12,49
MN,559,32,12,52
MN,631,140,12,54
MN,618,5,12,50
MN,802,35,12,57
MN,1482,1,12,36
MN,1409,72,12,45
MN,760,12,13,2
MN,613,66,13,2
MN,925,1,12,58
MN,1512,16,12,49
MN,1230,1,12,57
MN,1005,1,12,51
MN,1271,67,12,51
MN,1492,69,12,52
MN,404,47,12,46
MN,804,40,12,56
MN,1229,7502,12,51
MN,1307,29,12,50
MN,1289,52,12,10
MN,1373,50,12,11
MN,1071,29,12,11
MN,617,1,12,6
MN,525,64,12,11
MN,1874,7501,12,9
MN,1833,7505,12,11
MN,920,31,12,7
MN,1393,38,12,18
MN,740,6,12,14
MN,825,29,12,7
MN,1336,27,11,53
MN,887,22,12,13
MN,542,26,12,2
MN,1458,7501,12,12
MN,1419,7501,11,55
MN,803,7501,12,11
MN,1038,25,12,10
MN,1320,7501,12,7
MN,1380,59,12,9
MN,1138,7502,12,11
MN,1310,14,12,15
MN,1368,1,12,59
MN,523,48,13,4
MN,1525,13,12,45
MN,695,7502,12,51
MN,16,7519,12,54
MN,734,66,12,58
MN,1150,34,12,51
MN,1002,7501,12,52
MN,425,1,12,56
MN,1044,1,12,48
MN,1499,69,12,52
MN,537,13,12,54
MN,1121,36,12,9
MN,241,13,11,51
MN,545,7504,12,8
MN,1064,30,12,10
MN,1086,1,12,9
MN,1039,32,12,16
MN,1,10,11,59
MN,886,48,12,17
MN,1402,49,12,12
MN,1273,71,12,11
MN,1436,23,12,12
MN,454,36,12,7
MN,1376,36,12,10
MN,1497,53,12,15
MN,740,1,12,6
MN,816,78,12,10
MN,1501,1,12,8
MN,1499,32,12,8
MN,559,36,12,1
MN,1325,1,12,12
MN,905,59,12,9
MN,1466,3,12,14
MN,643,36,12,7
MN,1527,21,12,7
MN,792,33,12,3
MN,210,21,12,6
MN,75,1,12,9
MN,469,37,12,7
MN,1387,36,12,8
MN,1280,1,12,13
MN,1027,3,12,16
MN,1375,1,12,53
MN,1257,1,12,51
MN,833,78,12,56
MN,1501,7502,12,57
MN,530,17,12,53
MN,283,49,12,52
MN,17,45,12,46
MN,1090,7501,12,52
MN,1520,9,13,2
MN,132,7501,13,0
MN,1411,34,12,52
MN,1269,1,12,56
MN,1503,69,13,1
MN,1428,28,12,51
MN,764,37,12,57
MN,63,6,12,59
MN,800,77,13,0
MN,1576,1,12,50
MN,556,65,13,0
MN,1387,37,13,1
MN,1501,4,13,0
MN,1262,38,12,12
MN,709,1,12,6
MN,1019,7502,12,6
MN,1867,74,12,11
MN,858,14,12,14
MN,1029,27,12,9
MN,994,7503,12,10
MN,1308,7501,12,8
MN,1500,20,12,13
MN,1083,29,12,15
MN,1292,8,12,9
MN,587,16,12,9
MN,570,7,12,14
MN,1500,40,12,20
MN,1397,7503,12,13
MN,228,10,11,54
MN,1235,29,12,15
MN,498,21,12,13
MN,466,7502,12,5
MN,1147,33,12,10
MN,1819,40,11,56
MN,1063,1,12,20
MN,1277,2,12,19
MN,939,37,12,14
MN,241,13,11,59
MN,1637,52,12,12
MN,779,36,12,3
MN,88,1,12,15
MN,1137,36,12,12
MN,50,1,12,5
MN,1331,28,12,5
MN,1242,10,12,15
MN,1497,34,12,14
MN,1391,1,12,4
MN,1458,7502,12,5
MN,1426,44,12,19
MN,1553,51,12,11
MN,1068,10,12,5
MN,1506,65,12,26
MN,1837,29,12,19
MN,1300,25,12,19
MN,924,34,12,8
MN,828,76,12,15
MN,1594,2,12,9
MN,859,15,12,24
MN,995,1,12,11
MN,544,20,12,16
MN,1680,1,12,8
MN,901,2,12,12
MN,569,4,12,18
MN,1049,7501,12,24
MN,1317,1,12,18
MN,821,7503,11,59
MN,894,17,12,17
MN,1018,27,12,10
MN,65,16,11,55
MN,1330,4,12,14
MN,1441,30,12,8
MN,804,34,12,10
MN,1298,40,12,11
MN,233,30,12,6
MN,895,34,12,7
MN,1063,34,12,18
MN,1247,43,12,8
MN,1312,23,12,2
MN,1549,31,12,17
MN,1320,46,12,51
MN,1288,33,12,49
MN,828,35,12,55
MN,1446,7503,12,43
MN,695,7506,12,50
MN,890,45,12,58
MN,1367,26,12,41
MN,877,22,12,44
MN,1433,127,13,7
MN,556,28,12,58
MN,709,1,12,50
MN,1500,1,12,54
MN,1067,105,12,43
MN,608,9,12,54
MN,816,37,13,2
MN,763,43,12,54
MN,1279,45,12,56
MN,796,7504,12,57
MN,1236,61,12,59
MN,546,33,13,0
MN,1021,1,12,55
MN,1397,7504,13,3
MN,1495,21,13,1
MN,1382,7,12,53
MN,162,34,12,46
MN,564,22,13,0
MN,781,10,12,53
MN,1492,49,13,3
MN,1347,23,13,3
MN,407,29,12,58
MN,410,64,13,2
MN,1168,21,12,18
MN,847,7501,12,10
MN,885,30,12,5
MN,36,18,12,6
MN,1393,70,12,57
MN,908,27,12,52
MN,441,1,12,58
MN,1150,34,12,53
MN,407,29,12,51
MN,1260,1,12,57
MN,1013,7501,13,3
MN,1470,26,12,58
MN,866,35,12,57
MN,906,1,12,59
MN,402,7503,13,2
MN,1511,57,12,48
MN,1021,52,13,0
MN,813,39,13,3
MN,209,24,13,2
MN,816,23,12,55
MN,1168,10,12,56
MN,792,35,12,57
MN,1002,7501,12,59
MN,1495,1,12,58
MN,912,7502,12,55
MN,557,22,12,51
MN,1033,64,12,55
MN,1277,27,12,49
MN,1239,31,12,51
MN,1259,47,12,55
MN,1113,1,12,53
MN,1527,23,12,51
MN,1217,6,12,59
MN,1285,59,12,59
MN,453,1,12,57
MN,978,1,12,53
MN,1493,69,12,42
MN,895,45,12,58
MN,618,40,13,4
MN,1888,25,12,59
MN,905,34,12,51
MN,1308,33,12,52
MN,1993,94,12,58
MN,767,43,12,15
MN,1005,1,12,8
MN,1521,153,12,13
MN,740,24,11,56
MN,1041,19,12,2
MN,508,25,12,9
MN,1132,21,12,12
MN,1048,7503,12,5
MN,1402,13,12,11
MN,1384,7501,12,59
MN,67,23,12,46
MN,1556,1,12,58
MN,1146,30,12,44
MN,1548,1,12,42
MN,757,31,12,38
MN,243,1,12,50
MN,1515,7505,12,58
MN,1260,16,12,54
MN,792,33,12,59
MN,1402,40,13,6
MN,1625,13,12,53
MN,920,28,12,59
MN,605,48,12,56
MN,1150,7502,12,57
MN,1013,7501,12,47
MN,1018,6,13,0
MN,1320,121,13,0
MN,1273,33,12,46
MN,537,33,12,51
MN,837,15,12,47
MN,1331,28,12,51
MN,758,28,12,36
MN,720,82,12,55
MN,449,36,12,55
MN,1524,17,12,59
MN,625,54,12,56
MN,781,2,12,55
