Borough,Block,Lot,Hour,Minute
MN,1015,29,11,41
MN,1300,7501,11,37
MN,1171,7504,11,40
MN,1449,20,11,39
MN,833,20,11,39
MN,316,200,11,41
MN,1887,58,11,42
MN,810,78,11,42
MN,1292,37,11,41
MN,809,73,11,40
MN,1144,32,11,40
MN,806,76,11,43
MN,1570,21,11,39
MN,203,2,11,39
MN,919,27,11,58
MN,743,1,11,58
MN,1341,30,11,56
MN,1296,7501,11,53
MN,1316,1,11,47
MN,1312,28,11,57
MN,805,5,11,57
MN,1230,43,11,55
MN,1279,24,11,53
MN,896,24,11,48
MN,396,10,11,39
MN,990,70,11,38
MN,498,21,11,36
MN,780,36,11,36
MN,993,47,11,41
MN,1513,38,11,41
MN,685,38,11,41
MN,738,28,11,40
MN,1092,36,11,40
MN,720,47,11,42
MN,809,80,11,41
MN,1312,40,11,40
MN,576,46,11,41
MN,820,38,11,41
MN,212,7502,11,40
MN,1869,13,11,42
MN,1239,44,11,44
MN,51,15,11,40
MN,645,62,11,41
MN,565,15,11,43
MN,1113,7502,11,44
MN,214,9,11,44
MN,1441,27,11,44
MN,387,44,11,58
MN,1277,14,12,0
MN,707,39,11,58
MN,587,56,11,57
MN,1559,19,11,53
MN,1103,36,11,57
MN,783,34,11,59
MN,851,1,11,57
MN,588,66,11,54
MN,1374,69,11,56
MN,609,7,11,59
MN,990,70,12,0
MN,73,10,11,58
MN,1404,7503,11,58
MN,746,2,12,1
MN,544,7502,11,59
MN,1513,40,11,58
MN,386,10,12,2
MN,1214,7,11,55
MN,1402,7501,12,1
MN,861,10,11,59
MN,1495,1,11,59
MN,624,21,12,2
MN,1865,40,11,58
MN,1141,13,3,36
MN,912,7502,3,35
MN,923,26,3,38
MN,894,1,3,39
MN,423,11,3,40
MN,399,36,3,40
MN,1473,129,3,43
MN,316,200,3,40
MN,316,200,3,40
MN,27,7502,3,40
MN,590,53,3,40
MN,1162,29,3,42
MN,262,25,3,37
MN,1169,7501,3,41
MN,450,55,3,41
MN,1063,1,3,41
MN,1510,40,3,42
MN,1373,50,3,41
MN,1036,1,3,40
MN,803,21,3,41
MN,556,28,11,56
MN,877,89,11,53
MN,695,34,11,55
MN,595,40,12,0
MN,1556,1,11,57
MN,1164,32,11,55
MN,710,1,11,55
MN,1116,1,11,57
MN,579,70,11,54
MN,529,15,11,54
MN,427,7504,11,57
MN,1119,21,11,58
MN,1417,28,11,56
MN,511,16,11,58
MN,1552,7504,11,56
MN,1404,57,11,58
MN,1169,7501,11,57
MN,792,7504,11,59
MN,262,25,11,57
MN,589,7501,11,57
MN,924,30,11,58
MN,745,1,12,57
MN,1565,1,13,0
MN,1292,7501,12,58
MN,1460,47,3,41
MN,775,7503,3,42
MN,1275,14,11,23
MN,792,12,11,24
MN,622,10,11,21
MN,1293,3,11,25
MN,784,39,11,27
MN,1750,34,11,31
MN,809,80,11,24
MN,679,1,11,29
MN,810,40,11,26
MN,710,1,11,28
MN,1171,1,11,31
MN,1878,25,11,28
MN,1874,43,11,26
MN,1035,36,11,25
MN,785,37,11,30
MN,456,1,11,27
MN,1392,17,11,29
MN,553,7501,11,26
MN,1069,1,11,23
MN,822,8,11,31
MN,832,22,11,24
MN,1376,15,12,57
MN,733,68,12,57
MN,1167,7501,12,59
MN,501,33,13,0
MN,526,77,12,59
MN,1111,1,12,58
MN,1474,40,12,55
MN,850,16,12,55
MN,262,25,12,56
MN,962,98,12,57
MN,890,17,13,1
MN,1032,29,13,2
MN,1267,30,13,1
MN,239,26,13,1
MN,978,1,13,2
MN,535,33,12,57
MN,1339,7502,12,58
MN,1214,1,12,59
MN,795,14,13,1
MN,1500,53,12,58
MN,1297,23,13,1
MN,1391,54,13,13
MN,230,1,13,3
MN,865,4,13,0
MN,785,43,11,55
MN,1377,33,11,56
MN,441,29,11,55
MN,520,23,11,56
MN,1515,7505,11,58
MN,2071,32,11,56
MN,526,18,11,54
MN,446,36,11,56
MN,1346,1,11,56
MN,1154,7502,11,54
MN,1300,50,11,55
MN,412,62,11,57
MN,1952,19,11,57
MN,168,1,11,53
MN,1244,44,11,58
MN,786,42,11,57
MN,150,12,12,58
MN,695,7506,12,58
MN,1003,29,12,57
MN,230,7503,12,54
MN,1001,29,12,58
MN,1419,7501,12,58
MN,925,141,12,59
MN,1374,1,11,30
MN,1195,23,11,27
MN,881,47,11,28
MN,759,37,11,29
MN,1510,49,11,26
MN,685,38,11,27
MN,936,37,11,29
MN,1279,25,11,29
MN,1213,35,11,31
MN,1421,1,11,32
MN,1000,29,11,31
MN,773,24,11,32
MN,826,42,11,34
MN,1386,37,11,37
MN,1,10,11,32
MN,241,13,8,25
MN,827,7501,8,27
MN,685,38,8,23
MN,1615,60,8,25
MN,781,10,8,26
MN,807,39,8,28
MN,1288,69,12,56
MN,1879,62,12,58
MN,1006,63,12,55
MN,376,7,12,57
MN,561,7501,12,57
MN,1211,135,13,1
MN,1027,3,13,1
MN,912,38,13,0
MN,1297,27,12,58
MN,241,13,13,0
MN,1373,50,1,41
MN,785,37,12,59
MN,997,1,12,59
MN,1129,45,13,3
MN,1819,40,13,1
MN,1529,27,13,3
MN,1331,23,13,3
MN,738,1,13,6
MN,915,61,13,1
MN,472,25,13,2
MN,262,25,13,3
MN,1011,7505,13,0
MN,893,5,12,59
MN,1873,10,13,0
MN,1896,72,13,1
MN,834,48,8,28
MN,1013,7501,8,28
MN,846,41,8,30
MN,1009,50,8,30
MN,2007,9,8,29
MN,780,1,8,33
MN,136,25,8,31
MN,1018,13,8,32
MN,1109,100,8,36
MN,780,7501,8,37
MN,1269,1,8,37
MN,809,49,8,35
MN,152,7501,8,40
MN,916,37,8,36
MN,1276,33,8,44
MN,1226,43,8,42
MN,1215,29,8,40
MN,469,7505,8,46
MN,1117,1,8,39
MN,1024,1,8,40
MN,535,8,8,39
MN,1137,36,8,37
MN,1116,1,8,42
MN,1280,30,11,41
MN,781,10,11,41
MN,1214,1,11,45
MN,402,36,11,41
MN,591,60,11,39
MN,1819,15,11,45
MN,153,18,11,41
MN,1497,53,11,43
MN,223,35,11,43
MN,628,1,11,44
MN,2215,116,11,46
MN,1029,12,11,44
MN,465,46,11,44
MN,1000,29,12,58
MN,1195,29,13,1
MN,680,33,12,56
MN,2149,525,12,58
MN,1293,35,12,58
MN,1999,36,12,58
MN,784,47,13,1
MN,1033,29,13,0
MN,1026,9,13,1
MN,1891,41,12,0
MN,839,1,12,2
MN,1561,1,12,1
MN,1019,7501,12,0
MN,1024,1,11,58
MN,1567,3,12,59
MN,1868,44,12,58
MN,418,58,12,55
MN,1141,32,12,58
MN,1444,49,12,55
MN,1873,29,12,58
MN,735,25,12,59
MN,1269,1,13,2
MN,865,7501,12,58
MN,410,54,12,57
MN,644,30,13,0
MN,1328,1,13,2
MN,1005,1,12,59
MN,1470,1,13,4
MN,1408,40,13,0
MN,1604,17,13,2
MN,807,17,13,1
MN,833,10,13,1
MN,685,38,13,2
MN,1196,9,11,42
MN,1890,36,11,45
MN,744,36,11,40
MN,612,28,11,42
MN,1505,1,11,43
MN,211,28,11,43
MN,1409,28,11,42
MN,1373,10,11,42
MN,577,39,11,42
MN,1028,33,11,43
MN,1297,23,11,48
MN,1411,40,11,42
MN,1347,40,12,19
MN,1120,7501,12,15
MN,795,7501,12,15
MN,416,20,12,14
MN,1134,25,12,20
MN,1228,29,12,17
MN,780,1,12,16
MN,230,27,10,30
MN,1017,57,12,15
MN,307,26,12,13
MN,793,22,12,59
MN,608,60,13,4
MN,811,31,13,1
MN,582,22,13,0
MN,483,17,12,59
MN,461,6,13,0
MN,1036,36,13,1
MN,1195,29,12,59
MN,262,25,13,1
MN,1280,90,13,1
MN,1009,5,12,59
MN,926,35,13,0
MN,1569,7502,13,2
MN,1051,41,13,3
MN,969,1,13,5
MN,1284,14,13,4
MN,456,29,13,1
MN,552,61,13,2
MN,1021,19,13,2
MN,1171,7,13,3
MN,1144,1,13,2
MN,1290,56,13,5
MN,1383,69,8,41
MN,262,25,12,41
MN,783,34,10,42
MN,749,1,10,45
MN,1289,52,10,45
MN,1010,7504,10,45
MN,1429,2,10,45
MN,1010,7503,10,45
MN,770,75,10,47
MN,709,3,10,47
MN,1375,1,10,44
MN,1045,6,10,44
MN,896,23,10,45
MN,510,37,10,42
MN,712,38,10,48
MN,1423,7501,10,46
MN,1273,1,10,44
MN,1137,36,10,46
MN,1137,10,10,46
MN,1496,1,10,51
MN,204,35,10,45
MN,1014,25,10,47
MN,846,41,13,4
MN,1113,7502,13,3
MN,1341,40,12,12
MN,1021,43,12,12
MN,767,74,13,3
MN,1007,29,12,12
MN,1116,1,12,12
MN,1880,7501,12,12
MN,1433,7502,12,11
MN,1868,7501,12,12
MN,591,54,12,14
MN,1708,3,12,17
MN,1400,40,12,17
MN,35,1,12,19
MN,807,7502,12,18
MN,785,46,12,17
MN,490,19,12,16
MN,784,39,12,15
MN,1062,31,12,14
MN,455,24,12,19
MN,1039,11,12,15
MN,1150,4,12,24
MN,1020,38,12,17
MN,1369,24,12,18
MN,764,37,12,17
MN,1126,2,12,18
MN,621,8,12,15
MN,1276,999,12,15
MN,1282,34,12,18
MN,1395,7501,12,16
MN,1258,34,12,18
MN,1589,2,12,16
MN,517,14,12,17
MN,633,58,12,16
MN,1305,7501,12,17
MN,1375,31,12,17
MN,645,1,12,19
MN,93,26,12,18
MN,1450,7,12,17
MN,1436,44,12,20
MN,833,78,12,18
MN,1089,1,12,19
MN,1832,36,12,19
MN,609,1,7,48
MN,412,21,12,21
MN,1241,36,12,19
MN,1227,29,12,19
MN,867,1,12,21
MN,1373,50,12,20
MN,1168,1,13,29
MN,1460,5,11,57
MN,1881,35,11,57
MN,1377,7501,11,57
MN,1393,69,11,56
MN,1128,33,11,55
MN,56,4,12,58
MN,1137,36,12,56
MN,1459,22,12,59
MN,809,3,12,58
MN,1562,2,13,1
MN,1167,33,12,56
MN,1162,11,12,59
MN,1038,137,13,0
MN,417,13,13,1
MN,1819,10,13,1
MN,1554,35,13,2
MN,1299,7501,13,4
MN,829,1,13,1
MN,911,26,13,3
MN,893,74,13,3
MN,998,120,13,2
MN,1000,29,13,5
MN,367,100,13,2
MN,535,7501,13,1
MN,1308,7501,11,59
MN,1395,17,12,2
MN,778,7501,12,3
MN,763,18,12,0
MN,767,43,11,59
MN,229,6,11,58
MN,1461,7501,12,3
MN,1042,40,12,3
MN,1126,29,12,57
MN,1293,35,12,55
MN,1326,21,12,55
MN,1415,21,12,58
MN,12,1,13,3
MN,1504,31,13,0
MN,1089,1,12,59
MN,495,42,13,0
MN,1139,7501,12,59
MN,800,33,13,0
MN,914,31,13,5
MN,262,25,13,2
MN,1223,7502,13,0
MN,552,53,13,1
MN,444,8,13,2
MN,1004,29,11,56
MN,1089,7501,11,57
MN,1555,1,11,56
MN,1993,37,11,58
MN,588,41,11,56
MN,1547,23,11,58
MN,572,11,11,57
MN,760,38,11,55
MN,1129,39,11,56
MN,1276,65,11,56
MN,1034,61,11,55
MN,842,7501,11,55
MN,1492,44,11,57
MN,1094,46,11,57
MN,1675,23,11,58
MN,851,63,11,58
MN,532,25,11,58
MN,1264,38,11,57
MN,1285,36,11,57
MN,1819,40,11,59
MN,1271,7501,11,56
MN,498,21,11,58
MN,1019,7501,12,0
MN,1566,17,11,59
MN,512,7502,12,0
MN,73,10,11,43
MN,769,22,11,40
MN,1284,71,11,42
MN,1508,33,11,43
MN,1033,17,11,41
MN,1431,45,11,41
MN,830,14,11,41
MN,753,26,11,45
MN,809,17,11,43
MN,807,22,11,39
MN,1819,40,11,41
MN,254,1,11,46
MN,1228,7501,11,43
MN,529,62,11,42
MN,1832,36,11,42
MN,1276,58,11,42
MN,471,52,11,42
MN,1324,120,11,44
MN,203,17,11,41
MN,235,29,11,40
MN,861,64,11,43
MN,1200,10,11,45
MN,73,10,12,17
MN,1119,36,12,15
MN,1544,19,12,17
MN,575,1,13,0
MN,735,22,13,3
MN,927,1,12,57
MN,784,77,13,0
MN,1508,33,13,0
MN,1313,7501,13,2
MN,779,36,12,55
MN,95,101,13,0
MN,1265,50,13,2
MN,609,33,13,4
MN,1533,22,13,1
MN,868,7503,13,1
MN,1137,10,13,6
MN,1528,45,13,3
MN,823,1,13,5
MN,488,27,13,7
MN,831,42,13,4
MN,925,1,13,6
MN,197,21,13,3
MN,1465,5,13,3
MN,504,22,13,6
MN,1054,36,13,6
MN,1870,1,13,6
MN,1370,46,13,2
MN,1283,21,13,0
MN,582,20,13,3
MN,1117,13,13,4
MN,489,26,13,1
MN,1022,43,13,1
MN,1213,4,13,4
MN,1680,49,13,3
MN,1516,60,13,5
MN,1373,50,12,59
MN,1257,1,13,0
MN,1220,7504,13,2
MN,754,44,13,2
MN,731,48,13,1
MN,75,1,13,4
MN,539,21,13,2
MN,1138,7503,12,19
MN,891,22,12,20
MN,754,30,12,15
MN,516,25,12,15
MN,1893,1,12,18
MN,1672,17,12,19
MN,1281,21,12,18
MN,1276,69,11,58
MN,16,7520,12,0
MN,1048,63,11,58
MN,1379,1,12,0
MN,560,7501,12,0
MN,837,1,12,0
MN,1210,4,11,59
MN,1164,32,12,0
MN,786,42,12,2
MN,1272,66,11,59
MN,1280,10,12,59
MN,55,16,13,0
MN,344,173,13,5
MN,1381,25,13,1
MN,510,7502,13,5
MN,1532,22,13,2
MN,1540,14,13,3
MN,1123,29,13,2
MN,559,12,13,2
MN,508,49,13,3
MN,900,56,13,11
MN,1048,25,13,2
MN,705,1,13,4
MN,133,14,13,3
MN,1274,7503,11,42
MN,837,29,11,37
MN,1279,28,11,42
MN,481,33,11,42
MN,886,23,11,42
MN,1124,27,11,41
MN,680,33,11,39
MN,1241,10,11,41
MN,191,1,11,30
MN,1275,14,11,39
MN,786,42,11,46
MN,528,7502,11,41
MN,706,1,11,49
MN,806,76,11,43
MN,1072,1,11,46
MN,776,69,11,41
MN,141,20,11,42
MN,576,64,11,42
MN,1461,21,11,48
MN,781,10,12,15
MN,824,7501,12,18
MN,680,33,9,57
MN,798,1,12,59
MN,1211,63,13,1
MN,1331,17,13,1
MN,1033,161,13,3
MN,1819,40,13,3
MN,831,26,13,3
MN,1137,36,13,2
MN,397,38,13,2
MN,240,6,13,2
MN,1233,33,12,59
MN,705,53,13,6
MN,1021,19,13,5
MN,994,7502,13,3
MN,709,17,13,3
MN,680,33,13,3
MN,1011,7502,13,5
MN,928,7504,13,2
MN,147,11,13,4
MN,1852,31,13,3
MN,589,31,13,6
MN,530,7507,13,4
MN,530,6,13,4
MN,1445,23,13,3
MN,18,100,13,4
MN,931,24,11,42
MN,1026,31,11,43
MN,1293,50,11,46
MN,612,28,12,59
MN,1225,1,13,2
MN,1184,19,13,2
MN,1216,27,13,1
MN,915,46,12,58
MN,1495,1,13,5
MN,527,48,13,6
MN,1412,7502,13,4
MN,819,59,13,5
MN,1298,23,13,3
MN,1240,61,13,5
MN,763,24,13,4
MN,1452,33,13,3
MN,1558,33,13,5
MN,1120,64,13,4
MN,606,1,13,5
MN,281,8,13,5
MN,316,200,13,7
MN,845,2,13,2
MN,1395,40,13,1
MN,1279,23,13,4
MN,1158,7503,11,58
MN,1825,29,12,0
MN,1868,7501,11,59
MN,874,7501,12,0
MN,799,1,12,59
MN,1074,7502,13,5
MN,1137,36,13,1
MN,1144,24,13,14
MN,451,40,13,0
MN,746,68,12,59
MN,609,38,13,0
MN,1819,15,13,1
MN,981,2,12,59
MN,1311,52,12,58
MN,1330,4,13,1
MN,826,1,12,36
MN,787,1,13,1
MN,1286,53,13,1
MN,532,24,13,0
MN,1394,13,13,1
MN,1466,3,13,8
MN,738,33,13,0
MN,1549,30,13,2
MN,1227,29,13,2
MN,1035,1,12,1
MN,279,15,12,15
MN,187,7501,12,13
MN,353,24,12,12
MN,16,220,12,15
MN,189,7502,12,15
MN,903,31,12,16
MN,916,31,12,17
MN,11,26,12,18
MN,736,1,12,14
MN,775,64,12,13
MN,1066,32,12,15
MN,1216,7501,12,16
MN,1285,7501,12,17
MN,656,7,12,20
MN,1081,70,12,17
MN,781,2,12,18
MN,680,33,12,17
MN,1388,33,12,18
MN,789,78,12,17
MN,842,7501,12,18
MN,1428,1,12,16
MN,1021,37,12,19
MN,693,64,12,12
MN,885,48,12,18
MN,1009,14,12,20
MN,596,7501,12,17
MN,634,48,12,19
MN,1516,60,12,21
MN,1094,12,12,20
MN,580,7501,12,19
MN,591,54,12,23
MN,763,34,12,18
MN,240,6,12,20
MN,1433,24,12,22
MN,1113,7502,13,3
MN,1385,17,13,8
MN,1464,28,13,4
MN,1201,1,13,3
MN,484,9,13,4
MN,916,37,13,3
MN,780,73,13,4
MN,892,41,13,5
MN,1305,1,13,3
MN,1557,25,13,5
MN,241,13,12,1
MN,789,82,12,6
MN,467,35,13,2
MN,784,47,13,14
MN,1426,21,13,1
MN,1021,26,13,3
MN,496,34,12,59
MN,1515,7505,13,5
MN,262,25,13,3
MN,281,19,13,8
MN,1199,29,13,3
MN,784,39,13,4
MN,1288,51,13,3
MN,849,7504,13,3
MN,1055,61,13,3
MN,544,71,13,3
MN,1202,26,13,2
MN,1514,27,13,5
MN,903,36,13,4
MN,190,7507,13,2
MN,824,7501,13,0
MN,1283,17,13,5
MN,1158,7506,13,2
MN,1269,1,13,5
MN,350,62,13,31
MN,1874,2,13,29
MN,1527,5,13,30
MN,734,66,13,32
MN,913,34,13,0
MN,1250,39,12,59
MN,484,26,13,2
MN,888,37,13,0
MN,1334,1,13,1
MN,1246,1,12,57
MN,1200,31,13,2
MN,1015,29,12,59
MN,1819,40,13,2
MN,723,7502,13,0
MN,1252,50,13,3
MN,1546,9,13,3
MN,1533,22,13,0
MN,435,34,13,2
MN,915,23,13,1
MN,531,7501,12,59
MN,516,24,13,4
MN,608,39,13,1
MN,1024,131,13,6
MN,1129,29,13,1
MN,765,41,13,2
MN,1884,1,12,59
MN,1263,34,13,3
MN,1377,71,12,58
MN,1214,7,13,2
MN,780,74,13,1
MN,1341,30,13,3
MN,905,30,13,4
MN,1568,40,13,3
MN,831,20,13,2
MN,401,39,13,3
MN,715,10,13,3
MN,806,3,13,4
MN,1017,29,13,2
MN,1146,53,12,12
MN,871,25,12,18
MN,1138,36,12,16
MN,784,12,12,18
MN,1495,1,12,15
MN,780,1,12,16
MN,1202,7501,12,17
MN,551,16,12,15
MN,1546,23,12,17
MN,1071,1,13,2
MN,1493,69,13,2
MN,922,20,13,0
MN,1529,4,13,2
MN,1268,1,13,5
MN,153,22,13,0
MN,811,31,12,59
MN,550,22,13,2
MN,1017,48,13,6
MN,489,30,13,5
MN,469,7505,13,2
MN,810,40,13,3
MN,1111,1,13,1
MN,1070,1,13,0
MN,1832,25,13,3
MN,827,8,13,2
MN,189,34,13,1
MN,999,7501,13,1
MN,1521,12,13,1
MN,1020,57,13,1
MN,1528,18,12,17
MN,1373,7506,12,14
MN,1345,23,12,16
MN,878,16,12,15
MN,848,73,12,16
MN,1501,4,12,17
MN,1243,42,12,14
MN,809,1,12,17
MN,1376,69,12,24
MN,610,9,12,18
MN,1070,54,12,15
MN,239,7501,12,18
MN,859,36,12,15
MN,1443,24,12,18
MN,1408,71,12,17
MN,780,60,12,17
MN,705,45,12,18
MN,783,34,12,17
MN,1114,7502,12,17
MN,1548,29,12,17
MN,1207,34,12,14
MN,1404,103,12,18
MN,1380,35,12,18
MN,1444,31,13,4
MN,578,67,13,8
MN,546,21,13,4
MN,1374,14,13,5
MN,516,24,13,2
MN,1036,29,13,4
MN,825,7501,13,5
MN,591,54,13,5
MN,629,1,13,5
MN,847,16,13,2
MN,862,29,13,2
MN,786,42,13,2
MN,1,10,13,5
MN,1832,36,12,18
MN,128,26,12,17
MN,1015,1,12,20
MN,1309,32,12,19
MN,613,66,12,19
MN,1293,59,12,21
MN,316,200,12,20
MN,1314,7503,12,20
MN,1213,48,12,21
MN,1409,40,12,18
MN,1527,1,12,17
MN,1491,121,12,18
MN,1119,29,12,16
MN,1832,36,12,20
MN,1047,7502,12,17
MN,1293,26,12,18
MN,1312,62,12,17
MN,1387,36,12,16
MN,1158,7504,12,17
MN,1311,65,12,16
MN,1374,14,12,18
MN,1548,49,12,18
MN,509,26,12,20
MN,998,23,12,20
MN,869,24,12,18
MN,1411,33,12,18
MN,1007,58,12,20
MN,432,7502,12,21
MN,189,20,12,19
MN,884,39,12,18
MN,613,66,12,21
MN,507,43,12,24
MN,1170,7501,13,2
MN,1242,10,13,4
MN,962,98,13,4
MN,1409,53,13,2
MN,994,7502,13,4
MN,870,7501,13,3
MN,478,28,13,4
MN,142,100,13,4
MN,1510,7502,13,5
MN,714,7501,13,6
MN,1118,36,13,4
MN,1215,61,13,5
MN,1393,4,13,4
MN,1231,7502,13,3
MN,507,25,13,7
MN,551,1,13,5
MN,877,84,13,5
MN,1993,37,13,4
MN,1297,23,13,5
MN,1381,7504,13,6
MN,1749,16,13,6
MN,567,7501,12,16
MN,819,37,12,18
MN,846,41,12,18
MN,1019,61,12,21
MN,1749,66,12,17
MN,1287,14,12,18
MN,1385,17,12,17
MN,1146,1,12,20
MN,535,8,12,19
MN,1884,1,12,21
MN,1139,1,12,17
MN,1579,11,12,20
MN,440,38,12,20
MN,1276,58,12,21
MN,1504,20,12,23
MN,908,27,12,21
MN,1235,29,12,20
MN,905,26,12,19
MN,16,7518,12,18
MN,1411,113,12,20
MN,1210,7501,12,17
MN,1147,64,12,23
MN,851,1,12,24
MN,1296,1,12,19
MN,451,32,12,20
MN,1424,7502,12,20
MN,53,7501,12,23
MN,141,39,12,17
MN,1403,1,12,18
MN,893,20,12,20
MN,2177,100,12,20
MN,1170,12,12,20
MN,1150,7505,12,19
MN,809,1,12,18
MN,1071,29,12,20
MN,1515,35,12,21
MN,1150,7505,12,20
MN,619,38,12,17
MN,1377,1,12,31
MN,1209,1,12,21
MN,884,60,12,21
MN,822,76,12,19
MN,697,8,12,21
MN,1290,6,12,20
MN,846,52,12,27
MN,614,37,12,22
MN,544,20,12,23
MN,1004,20,12,23
MN,999,54,12,23
MN,922,21,12,23
MN,1272,70,12,27
MN,1445,27,12,23
MN,1431,21,12,19
MN,884,39,12,21
MN,1374,1,12,18
MN,1004,20,12,15
MN,1400,4,12,19
MN,1113,7502,12,19
MN,1017,10,12,18
MN,1021,5,12,19
MN,919,9,12,19
MN,807,1,12,18
MN,1041,11,12,20
MN,1383,33,12,19
MN,1819,40,12,19
MN,1390,35,12,24
MN,1131,7501,13,2
MN,1195,29,12,58
MN,780,45,13,1
MN,836,18,13,1
MN,568,1,12,59
MN,1311,33,13,1
MN,1869,6,13,3
MN,1021,9,12,59
MN,1552,7504,13,11
MN,821,14,13,4
MN,994,1,13,2
MN,1140,7501,13,4
MN,527,76,13,1
MN,857,7503,13,2
MN,764,37,13,5
MN,1214,61,13,4
MN,1067,26,13,6
MN,838,1,13,0
MN,1156,30,13,5
MN,931,1,13,8
MN,1429,13,13,6
MN,1408,40,13,7
MN,1398,53,13,6
MN,621,58,13,8
MN,1237,61,13,11
MN,583,1,13,6
MN,1459,1,13,10
MN,1131,1,13,10
MN,1456,1,13,5
MN,779,2,13,11
MN,404,54,13,7
MN,1182,29,12,20
MN,1030,39,12,19
MN,1027,63,12,18
MN,1,10,12,17
MN,1120,29,13,6
MN,708,37,13,6
MN,1304,33,13,6
MN,1278,20,13,5
MN,622,23,13,8
MN,465,55,13,5
MN,709,1,13,7
MN,759,1,13,7
MN,1298,45,13,9
MN,614,56,13,6
MN,1000,29,13,8
MN,872,78,13,8
MN,780,19,13,8
MN,791,72,13,9
MN,883,67,13,7
MN,195,24,13,3
MN,1006,7502,13,4
MN,1149,36,13,3
MN,997,1,13,6
MN,1169,8,13,5
MN,1523,171,13,3
MN,705,1,13,3
MN,641,7502,13,3
MN,571,1,13,4
MN,1158,7502,13,1
MN,1497,41,13,1
MN,1073,28,13,0
MN,1027,7504,13,3
MN,477,1,13,3
MN,1146,29,13,3
MN,1496,34,13,5
MN,819,32,13,2
MN,849,10,13,3
MN,1278,69,12,57
MN,1398,7501,13,2
MN,582,43,13,7
MN,1882,61,13,1
MN,780,45,13,5
MN,1197,5,13,4
MN,1845,3,13,3
MN,589,4,12,18
MN,720,1,12,20
MN,1491,30,12,16
MN,1520,34,12,16
MN,558,29,12,16
MN,412,21,12,16
MN,1162,161,12,16
MN,1445,23,12,16
MN,888,35,12,18
MN,1286,35,13,4
MN,1015,61,13,3
MN,1495,32,13,3
MN,586,7501,13,4
MN,737,39,13,1
MN,316,200,13,6
MN,1851,8,13,4
MN,1195,1,13,4
MN,530,1,13,6
MN,1143,10,13,14
MN,1275,1,13,6
MN,890,64,13,2
MN,609,41,13,3
MN,1206,29,13,3
MN,838,7501,13,2
MN,812,6,13,3
MN,904,29,13,3
MN,498,21,13,2
MN,1309,69,13,4
MN,445,37,13,4
MN,1113,20,13,0
MN,429,1,13,1
MN,614,61,13,2
MN,316,200,13,8
MN,1515,7502,13,1
MN,797,1,13,2
MN,1276,69,13,6
MN,513,7503,13,5
MN,84,7501,13,7
MN,1113,7502,13,3
MN,1878,1,13,5
MN,1117,1,13,4
MN,789,36,13,0
MN,888,7502,13,3
MN,1873,42,13,5
MN,425,16,13,5
MN,543,1,13,4
MN,1808,10,13,2
MN,1373,50,13,3
MN,645,11,13,5
MN,1819,40,13,6
MN,1422,21,13,5
MN,1285,7501,13,1
MN,1467,21,13,6
MN,107,10,13,6
MN,1503,53,13,7
MN,783,34,12,22
MN,1296,7502,12,23
MN,513,7503,12,20
MN,1515,1,12,22
MN,1495,56,12,20
MN,176,17,13,2
MN,513,7501,13,1
MN,1570,11,13,1
MN,262,25,13,0
MN,685,38,13,1
MN,1870,3,13,1
MN,1329,17,13,3
MN,1502,20,13,3
MN,555,1,13,4
MN,728,69,13,4
MN,646,18,13,4
MN,833,75,13,4
MN,1327,1,13,1
MN,1671,23,13,3
MN,851,63,13,6
MN,904,29,13,3
MN,1386,52,13,5
MN,799,30,13,9
MN,71,1,12,18
MN,1399,41,12,14
MN,1274,7503,12,18
MN,1345,8,12,11
MN,1505,1,12,17
MN,350,60,12,18
MN,1288,56,12,17
MN,860,22,12,20
MN,996,1,12,17
MN,1989,50,12,16
MN,188,9,12,20
MN,435,1,12,24
MN,865,7,12,23
MN,434,36,12,22
MN,1549,31,12,11
MN,897,53,12,20
MN,857,7,12,19
MN,916,30,12,20
MN,128,2,12,22
MN,1045,27,12,21
MN,851,41,12,21
MN,555,1,12,22
MN,603,72,12,23
MN,447,108,13,5
MN,871,82,13,7
MN,1018,61,13,6
MN,1447,23,13,6
MN,547,30,13,7
MN,1879,29,13,4
MN,784,39,13,8
MN,1325,31,13,7
MN,821,49,13,10
MN,1710,48,13,8
MN,573,73,13,8
MN,1519,20,13,8
MN,981,2,13,5
MN,709,2,12,20
MN,1059,1,12,20
MN,1249,1,12,19
MN,513,7502,12,22
MN,1326,18,12,18
MN,690,12,12,22
MN,761,43,12,22
MN,1195,29,12,20
MN,885,29,12,18
MN,1868,44,12,20
MN,1347,23,12,25
MN,512,23,12,20
MN,239,38,12,22
MN,910,1,12,19
MN,1009,14,12,18
MN,1302,30,12,21
MN,1018,65,12,21
MN,1051,7502,12,19
MN,1267,1,12,20
MN,1090,1,12,22
MN,1513,40,12,24
MN,884,1,13,2
MN,827,20,13,4
MN,846,60,13,1
MN,1874,44,13,4
MN,483,17,12,59
MN,713,1,12,59
MN,1,10,13,2
MN,1002,7501,13,9
MN,1715,7,13,2
MN,1484,50,13,1
MN,742,72,13,3
MN,847,40,13,1
MN,1036,21,13,0
MN,411,45,12,20
MN,1841,20,12,21
MN,1320,7504,12,19
MN,1386,1,12,20
MN,487,1,12,19
MN,876,10,12,20
MN,1292,41,12,22
MN,1508,33,12,22
MN,1444,30,12,18
MN,1414,45,12,26
